caste1,degree,employed1,income1,mother1,occupation,religion1,account
Yadav,MCA/PGDCA,MNC,INR 4 lakhs to 5 lakhs,Hindi,IT,Hindu,real
Shewetamber,MCA/PGDCA,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,IT,Jain,real
Mali,Engineering,Public Sector,INR 4 lakhs to 5 lakhs,Hindi,IT,Hindu,real
Vaishya,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Goud,M.Sc. (Science),Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Kayastha,MBA/PGDM,Central Government,INR 4 lakhs to 5 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Sunni,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Marketing and Communications,Muslim,real
Kayastha,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Hindi,Marketing and Communications,Hindu,real
Khatri,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Marketing and Communications,Hindu,real
Rajput,BE B.Tech (Engineering),Public Sector,INR 4 lakhs to 5 lakhs,Hindi,Oil/Gas,Hindu,real
Agarwal,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Others,Hindu,real
Scheduled Caste,MBA/PGDM,Others,INR 4 lakhs to 5 lakhs,Hindi,Others,Hindu,real
Baniya,B.Com (Commerce),Others,INR 4 lakhs to 5 lakhs,Hindi,Others,Hindu,real
Jat,MA (Arts),Others,INR 4 lakhs to 5 lakhs,Hindi,Others,Hindu,real
Agarwal,BCA (Computer Application),Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Purchase/Logistics/Supply chain,Hindu,real
Brahmin,B.A. (Arts),Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Real Estate,Hindu,real
Brahmin - Kanyakubj,B.A. (Arts),Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Retail Chains,Hindu,real
Brahmin,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Sales/Business Development,Hindu,real
Sonar,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Sales/Business Development,Hindu,real
Agarwal,10th,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Sales/Business Development,Hindu,real
Vishwakarma,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Hindi,Telecom/ISP,Hindu,real
Kayastha,Other Diploma,MNC,INR 4 lakhs to 5 lakhs,Hindi,Telecom/ISP,Hindu,real
Arora,B.Com (Commerce),Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Travel/Airlines,Hindu,real
Kalal,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Agarwal,CA (Chartered Accountant),MNC,INR 40 lakhs to 50 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Agarwal,B.Com (Commerce),Others,INR 40 lakhs to 50 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Khatri,MBA/PGDM,MNC,INR 40 lakhs to 50 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Brahmin,BE B.Tech (Engineering),MNC,INR 40 lakhs to 50 lakhs,Hindi,IT,Hindu,real
Brahmin - Goswami/Gosavi,B.Sc (Science),Others,INR 5 lakhs to 7 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Soni,MBA/PGDM,Others,INR 5 lakhs to 7 lakhs,Hindi,Education/Training,Hindu,real
Arya Vysya,M.Ed. (Education),Central Government,INR 5 lakhs to 7 lakhs,Hindi,Electronics,Hindu,real
Scheduled Caste,BE B.Tech (Engineering),Public Sector,INR 5 lakhs to 7 lakhs,Hindi,Government Employee,Hindu,real
Sunni,Other Diploma,Others,INR 5 lakhs to 7 lakhs,Hindi,Hotels/Restaurants,Muslim,real
Scheduled Caste,MBA/PGDM,Public Sector,INR 5 lakhs to 7 lakhs,Hindi,Hotels/Restaurants,Hindu,real
Shewetamber,BE B.Tech (Engineering),MNC,INR 5 lakhs to 7 lakhs,Hindi,IT,Jain,real
Punjabi,MBA/PGDM,MNC,INR 5 lakhs to 7 lakhs,Hindi,IT,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 5 lakhs to 7 lakhs,Hindi,IT,Hindu,real
Agarwal,MBA/PGDM,Private Sector,INR 5 lakhs to 7 lakhs,Hindi,Marketing and Communications,Hindu,real
Rajput,MBA/PGDM,MNC,INR 5 lakhs to 7 lakhs,Hindi,Marketing and Communications,Hindu,real
Jatav,MBA/PGDM,Private Sector,INR 5 lakhs to 7 lakhs,Hindi,Sales/Business Development,Hindu,real
Agarwal,CA (Chartered Accountant),MNC,INR 50 lakhs and above,Hindi,Admin/Secretarial,Hindu,real
Maheshwari,MBA/PGDM,Others,INR 50 lakhs and above,Hindi,Admin/Secretarial,Hindu,real
Kayastha,BE B.Tech (Engineering),Private Sector,INR 50 lakhs and above,Hindi,Banking/Insurance/Financial Services,Hindu,real
Digambar,B.Com (Commerce),Others,INR 50 lakhs and above,Hindi,Business Owner/Entrepreneur,Jain,real
Brahmin,Ph.D. (Doctorate),Others,INR 50 lakhs and above,Hindi,Education/Training,Hindu,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),MNC,INR 50 lakhs and above,Hindi,Finance and Accounts,Hindu,real
Digambar,B.Com (Commerce),Others,INR 50 lakhs and above,Hindi,Health Care,Jain,real
Brahmin,MD/MS (Medicine),Private Sector,INR 50 lakhs and above,Hindi,Health Care,Hindu,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),MNC,INR 50 lakhs and above,Hindi,Oil/Gas,Hindu,real
Gavali,MBA/PGDM,MNC,INR 50 lakhs and above,Hindi,Real Estate,Hindu,real
Brahmin - Saryuparin,M.Com. (Commerce),Private Sector,INR 50 lakhs and above,Hindi,Education/Training,Hindu,real
Kayastha,ME/M.Tech/MS (Engg/Sciences),MNC,INR 50 lakhs and above,Hindi,IT,Hindu,real
Baniya,CA (Chartered Accountant),Private Sector,INR 50 lakhs and above,Hindi,Banking/Insurance/Financial Services,Hindu,real
Yadav,ME/M.Tech/MS (Engg/Sciences),Others,INR 50 lakhs and above,Hindi,IT,Hindu,real
Brahmin,ME/M.Tech/MS (Engg/Sciences),MNC,INR 50 lakhs and above,Hindi,Sales/Business Development,Hindu,real
Sikh - Jat,BE B.Tech (Engineering),MNC,INR 50 lakhs and above,Hindi,IT,Sikh,real
Patel,B.Com (Commerce),Others,INR 50 lakhs and above,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,PG Diploma,MNC,INR 50 lakhs and above,Hindi,IT,Hindu,real
Khatri,MBA/PGDM,MNC,INR 50 lakhs and above,Hindi,Management/Corporate Professionals,Hindu,real
Kashyap,Masters,MNC,INR 50 lakhs and above,Hindi,Retail Chains,Hindu,real
Kashyap,LLB,Private Sector,INR 50 thousand to 1 lakh,Hindi,Admin/Secretarial,Hindu,real
Kayastha,10th,Private Sector,INR 50 thousand to 1 lakh,Hindi,Advertising/Entertainment/Media,Hindu,real
Gupta,MBA/PGDM,Private Sector,INR 50 thousand to 1 lakh,Hindi,Banking/Insurance/Financial Services,Hindu,real
Kshatriya,B.A. (Arts),Others,INR 50 thousand to 1 lakh,Hindi,Business Owner/Entrepreneur,Hindu,real
Maheshwari,B.Com (Commerce),Private Sector,INR 50 thousand to 1 lakh,Hindi,Business Owner/Entrepreneur,Hindu,real
Brahmin - Pandit,MA (Arts),State Government,INR 50 thousand to 1 lakh,Hindi,Education/Training,Hindu,real
Yadav,M.Com. (Commerce),Private Sector,INR 50 thousand to 1 lakh,Hindi,Finance and Accounts,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 50 thousand to 1 lakh,Hindi,Finance and Accounts,Hindu,real
Baniya,MBBS,Private Sector,INR 50 thousand to 1 lakh,Hindi,Health Care,Hindu,real
Nai,B.A. (Arts),MNC,INR 50 thousand to 1 lakh,Hindi,Health Care,Hindu,real
Brahmin - Gaur,B.Sc (Science),Others,INR 50 thousand to 1 lakh,Hindi,Health Care,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 50 thousand to 1 lakh,Hindi,Human Resource,Hindu,real
Kayastha,MBA/PGDM,Private Sector,INR 50 thousand to 1 lakh,Hindi,Management/Corporate Professionals,Hindu,real
Others,Other Diploma,Private Sector,INR 50 thousand to 1 lakh,Hindi,Manufacturing/Engineering/R&D,Muslim,real
Agarwal,MA (Arts),Private Sector,INR 50 thousand to 1 lakh,Hindi,Others,Hindu,real
Others,MBA/PGDM,Private Sector,INR 50 thousand to 1 lakh,Hindi,Sales/Business Development,Christian,real
Sahu,B.A. (Arts),Private Sector,INR 50 thousand to 1 lakh,Hindi,Marketing and Communications,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Admin/Secretarial,Hindu,real
Agarwal,M.Com. (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Admin/Secretarial,Hindu,real
Digambar,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Banking/Insurance/Financial Services,Jain,real
Kurmi,BE B.Tech (Engineering),Public Sector,INR 7 lakhs to 10 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Sonar,B.Com (Commerce),MNC,INR 7 lakhs to 10 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Hindu-Others,B.Com (Commerce),Public Sector,INR 7 lakhs to 10 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Mahajan,BE B.Tech (Engineering),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Khatri,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Sonar,M.Phil. (Philosophy),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Scheduled Caste,BBA/BBM/BBS,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Agarwal,BE B.Tech (Engineering),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Rajput Rohella/Tank,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Agarwal,12th,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Maheshwari,Integrated PG,Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Shewetamber,BE B.Tech (Engineering),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Jain,real
Gupta,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Kahar,BE B.Tech (Engineering),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Arora,B.Com (Commerce),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Kalar,MBA/PGDM,Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Agarwal,B.Pharm (Pharmacy),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Khatri,B.Com (Commerce),Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Brahmin,MBA/PGDM,Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Agarwal,Other School/Graduation,Others,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Khatri,B.A. (Arts),Not Working,INR 7 lakhs to 10 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Kshatriya,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Civil Services/Law Enforcement,Hindu,real
Baniya,MBA/PGDM,Central Government,INR 7 lakhs to 10 lakhs,Hindi,Civil Services/Law Enforcement,Hindu,real
Yadav,M.Plan. (Planning),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Construction,Hindu,real
Kamboj,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Construction,Hindu,real
Brahmin - Sanadya,ME/M.Tech/MS (Engg/Sciences),Central Government,INR 7 lakhs to 10 lakhs,Hindi,Defence,Hindu,real
Jat,PG Diploma,Central Government,INR 7 lakhs to 10 lakhs,Hindi,Defence,Hindu,real
Jat,B.P.Ed. (Physical Education),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Education/Training,Hindu,real
Yadav,Integrated PG,Central Government,INR 7 lakhs to 10 lakhs,Hindi,Education/Training,Hindu,real
Khatri,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Education/Training,Hindu,real
Rajput,BHMS (Homeopathy),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Education/Training,Hindu,real
Kshatriya,Ph.D. (Doctorate),Central Government,INR 7 lakhs to 10 lakhs,Hindi,Education/Training,Hindu,real
Kayastha,Ph.D. (Doctorate),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Education/Training,Hindu,real
Kurmi Kshatriya,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Electronics,Hindu,real
Agarwal,M.Com. (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Export/Import,Hindu,real
Gupta,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Finance and Accounts,Hindu,real
Khatri,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Finance and Accounts,Hindu,real
Vishwakarma,B.Com (Commerce),MNC,INR 7 lakhs to 10 lakhs,Hindi,Finance and Accounts,Hindu,real
Yadav,BE B.Tech (Engineering),Central Government,INR 7 lakhs to 10 lakhs,Hindi,Government Employee,Hindu,real
Kayastha,BE B.Tech (Engineering),State Government,INR 7 lakhs to 10 lakhs,Hindi,Government Employee,Hindu,real
Chambhar,BL/LLB/BGL (Law),Public Sector,INR 7 lakhs to 10 lakhs,Hindi,Government Employee,Hindu,real
Agarwal,MBBS,Central Government,INR 7 lakhs to 10 lakhs,Hindi,Health Care,Hindu,real
Chaudary,MD/MS (Medicine),Central Government,INR 7 lakhs to 10 lakhs,Hindi,Health Care,Hindu,real
Punjabi,MD/MS (Medicine),State Government,INR 7 lakhs to 10 lakhs,Hindi,Health Care,Hindu,real
Kushwaha (Koiri),M.Sc. (Science),MNC,INR 7 lakhs to 10 lakhs,Hindi,Health Care,Hindu,real
Baniya,MD/MS (Medicine),State Government,INR 7 lakhs to 10 lakhs,Hindi,Health Care,Hindu,real
Kurmi Kshatriya,MBBS,State Government,INR 7 lakhs to 10 lakhs,Hindi,Health Care,Hindu,real
Kumhar,MBBS,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Health Care,Hindu,real
Kurmi Kshatriya,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Human Resource,Hindu,real
Protestant,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Human Resource,Christian,real
Brahmin - Kanyakubj,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Human Resource,Hindu,real
Sahu,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Human Resource,Hindu,real
Kshatriya,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Bhumihar,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Jangid,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Maheshwari,BCA (Computer Application),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Baniya,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kayastha,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Baniya,PG Diploma,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kshatriya,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kayastha,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Baniya,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kurmi Kshatriya,BCA (Computer Application),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Chaurasia,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Kanyakubj,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Baniya,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kayastha,Engineering,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kashyap,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Saryuparin,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Jaiswal,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Hindu-Others,Integrated PG,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Rajput,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Bhumihar,MCA PGDCA part time,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Saraswat,M.Sc. (Science),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kayastha,Other Diploma,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Garhwali,MCA/PGDCA,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Saryuparin,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Gupta,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Hindu-Others,MCA PGDCA part time,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kshatriya,M.Sc. (Science),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Kayastha,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Brahmin - Maithil,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Baniya,BL/LLB/BGL (Law),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Legal,Hindu,real
Brahmin,BL/LLB/BGL (Law),Others,INR 7 lakhs to 10 lakhs,Hindi,Legal,Hindu,real
Yadav,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Saini,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Khatri,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Baniya,MBA/PGDM,Public Sector,INR 7 lakhs to 10 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Kurmi Kshatriya,BE B.Tech (Engineering),Public Sector,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,Engineering,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Khatri,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Vaish,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Sonar,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Gupta,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Agarwal,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin - Pandit,ME/M.Tech/MS (Engg/Sciences),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin - Saryuparin,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Rajput,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Yadav,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Kshatriya,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin - Gaur,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,Other Diploma,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Rajput,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Marketing and Communications,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Marketing and Communications,Hindu,real
Mahendra,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Marketing and Communications,Hindu,real
Yadav,B.Sc (Science),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Merchant Navy,Hindu,real
Agarwal,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Oil/Gas,Hindu,real
Kshatriya,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Others,Hindu,real
Arora,B.A. (Arts),MNC,INR 7 lakhs to 10 lakhs,Hindi,Others,Hindu,real
Sunni,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Pharmaceutical/Biotechnology,Muslim,real
Khatri,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Real Estate,Hindu,real
Brahmin - Kanyakubj,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Sales/Business Development,Hindu,real
Digambar,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Sales/Business Development,Jain,real
Gupta,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Sales/Business Development,Hindu,real
Jatav,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Sales/Business Development,Hindu,real
Rajput,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Sales/Business Development,Hindu,real
Rajput,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,Sales/Business Development,Hindu,real
Brahmin - Kanyakubj,PG Diploma,MNC,INR 7 lakhs to 10 lakhs,Hindi,Sales/Business Development,Hindu,real
Brahmin,M.Sc. (Science),Central Government,INR 7 lakhs to 10 lakhs,Hindi,Science,Hindu,real
Agarwal,BE B.Tech (Engineering),Central Government,INR 7 lakhs to 10 lakhs,Hindi,Science,Hindu,real
Nai,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Telecom/ISP,Hindu,real
Kayastha,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Telecom/ISP,Hindu,real
Agarwal,B.Com (Commerce),Others,INR 7 lakhs to 10 lakhs,Hindi,Telecom/ISP,Hindu,real
Brahmin - Saryuparin,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Telecom/ISP,Hindu,real
Kayastha,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Hindi,Telecom/ISP,Hindu,real
Agarwal,Engineering,MNC,INR 7 lakhs to 10 lakhs,Hindi,Telecom/ISP,Hindu,real
Brahmin - Bhumihar,Engineering,Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Travel/Airlines,Hindu,real
Brahmin,B.A. (Arts),Private Sector,INR 7 lakhs to 10 lakhs,Hindi,Travel/Airlines,Hindu,real
Bengali,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Hindi,IT,Hindu,real
Khatri,B.Sc (Science),Others,Don't wish to specify,Hindi,Business Owner/Entrepreneur,Hindu,real
Agarwal,MBA/PGDM,Others,Don't wish to specify,Hindi,Business Owner/Entrepreneur,Hindu,real
Bhatia,B.A. (Arts),Private Sector,Don't wish to specify,Hindi,Business Owner/Entrepreneur,Hindu,real
Catholic,B.A. (Arts),Others,Don't wish to specify,Hindi,Business Owner/Entrepreneur,Christian,real
Agarwal,B.Com (Commerce),Public Sector,Don't wish to specify,Hindi,Business Owner/Entrepreneur,Hindu,real
Jatav,B.Ed (Education),Central Government,Don't wish to specify,Hindi,Defence,Hindu,real
Kashyap,BE B.Tech (Engineering),Others,Don't wish to specify,Hindi,Electronics,Hindu,real
Khatri,CA (Chartered Accountant),Private Sector,Don't wish to specify,Hindi,Finance and Accounts,Hindu,real
Brahmin,Integrated PG,Private Sector,Don't wish to specify,Hindi,Government Employee,Hindu,real
Kayastha,MD/MS (Medicine),Public Sector,Don't wish to specify,Hindi,Health Care,Hindu,real
Jat,MD/MS (Medicine),Others,Don't wish to specify,Hindi,Health Care,Hindu,real
Brahmin - Gaur,MBBS,Private Sector,Don't wish to specify,Hindi,Health Care,Hindu,real
Brahmin - Gaur,MBA/PGDM,Private Sector,Don't wish to specify,Hindi,Human Resource,Hindu,real
Sunni,M.Com. (Commerce),Private Sector,Don't wish to specify,Hindi,IT,Muslim,real
Sunni,B.Sc (Science),MNC,Don't wish to specify,Hindi,IT,Muslim,real
Brahmin - Kanyakubj,B.Sc (Science),Private Sector,Don't wish to specify,Hindi,IT,Hindu,real
Agarwal,BE B.Tech (Engineering),MNC,Don't wish to specify,Hindi,IT,Hindu,real
Rajput,MBA/PGDM,MNC,Don't wish to specify,Hindi,Management/Corporate Professionals,Hindu,real
Sunni,M.Phil. (Philosophy),Not Working,Don't wish to specify,Hindi,Management/Corporate Professionals,Muslim,real
Sunni,MA (Arts),Private Sector,Don't wish to specify,Hindi,Marketing and Communications,Muslim,real
Brahmin - Jangid,MBA/PGDM,Not Working,Don't wish to specify,Hindi,Non Working,Hindu,real
Jatav,B.A. (Arts),Not Working,Don't wish to specify,Hindi,Non Working,Hindu,real
Brahmin,Master of Hospital Administration,Not Working,Don't wish to specify,Hindi,Non Working,Hindu,real
Agarwal,12th,Not Working,Don't wish to specify,Hindi,Non Working,Hindu,real
Gujjar,Other Diploma,Not Working,Don't wish to specify,Hindi,Non Working,Hindu,real
