caste1,degree,employed1,income1,mother1,occupation,religion1,account
Lohana,BHM (Hotel Management),Central Government,INR 40 lakhs to 50 lakhs,Nepali,Admin/Secretarial,Sikh,fake
Sindhi-Amil,MBA/PGDM,Private Sector,INR 30 lakhs to 40 lakhs,Hindi,Merchant Navy,Sikh,fake
Rajput,MCA/PGDCA,Private Sector,INR 30 lakhs to 40 lakhs,Somali,Advertising/Entertainment/Media ,Sikh,fake
Shah,MBBS,Public Sector,INR 50 lakhs and above,Arunachali,Architecture/Design,Sikh,fake
Veera Saivam,Other School/Graduation,Public Sector,INR 20 lakhs to 25 lakhs,Tulu,Agriculture,Sikh,fake
Bhandari,M.Sc. (Science),State Government,INR 50 thousand to 1 lakh,Mizo,Oil/Gas,Sikh,fake
Keralite,BBA/BBM/BBS,Public Sector,INR 50 thousand to 1 lakh,Persian,Banking/Insurance/Financial Services,Sikh,fake
Telaga,BL/LLB/BGL (Law),Central Government,INR 40 lakhs to 50 lakhs,Rajasthani,Beauty/Fashion/Jewellery Designers,Sikh,fake
Vaniya,B.Sc (Science),Private Sector,INR Under 50 thousand,Marwari,Health Care,Sikh,fake
Chasa,B.Plan (Planning),Central Government,INR Under 50 thousand,Arunachali,Sales/Business Development,Sikh,fake
Mochi,BFA (Fine Arts),Public Sector,INR Under 50 thousand,Others,Human Resource,Sikh,fake
Kaibarta,BDS (Dental Surgery),State Government,INR 40 lakhs to 50 lakhs,Santhali,Manufacturing/Engineering/R&D,Sikh,fake
Vaishnav,MD/MS (Medicine),State Government,INR 40 lakhs to 50 lakhs,Badaga,Merchant Navy,Sikh,fake
Goud,M.Com. (Commerce),Central Government,INR 30 lakhs to 40 lakhs,Malayalam,Health Care,Sikh,fake
Koshti,MCA/PGDCA,State Government,INR 50 thousand to 1 lakh,Nepali,Export/Import,Sikh,fake
Brahmin - Telugu,M.Lib.Sc. (Library Sciences),Central Government,INR 3 lakhs to 4 lakhs,Badaga,Business Owner/Entrepreneur,Sikh,fake
Telaga,Other School/Graduation,Central Government,INR 50 thousand to 1 lakh,Hindi,Banking/Insurance/Financial Services,Sikh,fake
Sugali (Naika),CS (Company Secretary),State Government,INR 30 lakhs to 40 lakhs,Malayalam,Real Estate,Sikh,fake
Udayar,PG Diploma,Private Sector,INR 25 lakhs to 30 lakhs,Kutchi,Science,Sikh,fake
Marwari,BHMS (Homeopathy),State Government,Don't wish to specify,Arabic ,Export/Import,Sikh,fake
Garhwali,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 40 lakhs to 50 lakhs,Assamese,Pharmaceutical/Biotechnology,Sikh,fake
Brahmin - Havyaka,BDS (Dental Surgery),Private Sector,INR Under 50 thousand,Bihari,Human Resource,Sikh,fake
Naicker,M.Sc. (Science),Private Sector,INR Under 50 thousand,Sanskrit,Beauty/Fashion/Jewellery Designers,Sikh,fake
Nepali,M.Ed. (Education),Private Sector,INR 40 lakhs to 50 lakhs,Somali,Non Working,Sikh,fake
Kuruba,M.Plan. (Planning),State Government,INR 50 thousand to 1 lakh,Lambani,Banking/Insurance/Financial Services,Sikh,fake
Agri,MBA/PGDM,Central Government,INR 20 lakhs to 25 lakhs,Kutchi,Management/Corporate Professionals,Sikh,fake
Mali,M.Arch. (Architecture),State Government,Don't wish to specify,Maithili,Purchase/Logistics/Supply chain,Sikh,fake
"Panchal,Suthar",M.Sc. (Science),Public Sector,INR 30 lakhs to 40 lakhs,Sanskrit,Advertising/Entertainment/Media,Sikh,fake
Nai,B.Pharm (Pharmacy),Private Sector,INR 40 lakhs to 50 lakhs,Arunachali,Health Care,Sikh,fake
Darji,MA (Arts),Central Government,INR 50 lakhs and above,Rajasthani,Beauty/Fashion/Jewellery Designers,Sikh,fake
Valmiki,10th,State Government,INR 40 lakhs to 50 lakhs,Dogri,Business Owner/Entrepreneur,Sikh,fake
Brahmin - Maithil,Ph.D. (Doctorate),State Government,Don't wish to specify,Lambani,Real Estate,Sikh,fake
Ezhava,BE B.Tech (Engineering),Private Sector,INR 30 lakhs to 40 lakhs,Dogri,Oil/Gas,Sikh,fake
Rohiri Sindhi,CS (Company Secretary),State Government,INR 20 lakhs to 25 lakhs,Nepali,Defence,Sikh,fake
Yadav,Other School/Graduation,State Government,INR 20 lakhs to 25 lakhs,Manipuri,Hotels/Restaurants,Sikh,fake
Coorgi,B.Plan (Planning),Public Sector,INR 30 lakhs to 40 lakhs,Arabic ,Defence/Management/Corporate Professionals,Sikh,fake
Brahmin - Velanadu,MDS (Master of Dental Surgery),Public Sector,INR Under 50 thousand,Bhojpuri,Legal,Sikh,fake
Sindhi-Lohana,Integrated PG,Central Government,Don't wish to specify,English,Finance and Accounts,Sikh,fake
Maheshwari,ME/M.Tech/MS (Engg/Sciences),State Government,INR 50 lakhs and above,English,Customer Service/Call Centre/BPO,Sikh,fake
Leva patil,MBA/PGDM,Private Sector,INR 30 lakhs to 40 lakhs,Thadou kuki,Advertising/Entertainment/Media,Sikh,fake
Jat,CS (Company Secretary),Central Government,INR 3 lakhs to 4 lakhs,Bengali,Non Working,Sikh,fake
Sundhi,Integrated PG,Central Government,INR 50 lakhs and above,Telugu,Civil Services/Law Enforcement,Sikh,fake
Mahar,MCA/PGDCA,Private Sector,INR 30 lakhs to 40 lakhs,Haryanvi,Artists/Animators/Web Designers,Sikh,fake
Thakur,Integrated PG,State Government,INR 30 lakhs to 40 lakhs,Bihari,Export/Import,Sikh,fake
Badaga,M.Pharm. (Pharmacy),State Government,INR 30 lakhs to 40 lakhs,Arunachali,Banking/Insurance/Financial Services,Sikh,fake
Ahom,BCA (Computer Application),Private Sector,INR 50 thousand to 1 lakh,Chatisgarhi,Human Resource,Sikh,fake
Sindhi-Larkana,B.Pharm (Pharmacy),Central Government,INR 30 lakhs to 40 lakhs,Magahi,Customer Service/Call Centre/BPO,Sikh,fake
Devanga,Ph.D. (Doctorate),State Government,Don't wish to specify,Tulu,Sales/Business Development,Sikh,fake
Hugar (Jeer),Other Diploma,Private Sector,INR 30 lakhs to 40 lakhs,Sanskrit,Civil Services/Law Enforcement,Sikh,fake
Mudaliar Arcot,10th,Private Sector,INR 20 lakhs to 25 lakhs,Thadou kuki,Education/Training,Sikh,fake
Brahmin - Jhadua,B.Com (Commerce),State Government,INR 25 lakhs to 30 lakhs,Kumoani,Non Working,Sikh,fake
Brahmin Kanada Madhva,10th,Private Sector,INR 25 lakhs to 30 lakhs,Thadou kuki,Education/Training,Sikh,fake
Mudiraj,Integrated PG,State Government,INR 25 lakhs to 30 lakhs,Arunachali,Purchase/Logistics/Supply chain,Sikh,fake
Others,BE B.Tech (Engineering),State Government,INR 3 lakhs to 4 lakhs,Punjabi,Marketing and Communications,Sikh,fake
Leva patil,M.Phil. (Philosophy),Central Government,INR 25 lakhs to 30 lakhs,Manipuri,Pharmaceutical/Biotechnology,Sikh,fake
Sahu,M.Pharm. (Pharmacy),Central Government,INR 50 thousand to 1 lakh,Telugu,Merchant Navy,Sikh,fake
Iyengar,M.Arch. (Architecture),Public Sector,INR Under 50 thousand,Bihari,Hotels/Restaurants,Sikh,fake
Brahmin - Dixit,M.Com. (Commerce),Public Sector,INR 40 lakhs to 50 lakhs,Sanskrit,Construction,Sikh,fake
Mudiraj,Bachelor of Fashion Technology,State Government,INR 30 lakhs to 40 lakhs,Coorgi,Defence/Management/Corporate Professionals,Sikh,fake
Arunthathiyar,BCA (Computer Application),Public Sector,INR 40 lakhs to 50 lakhs,Himachali/Pahari,Marketing and Communications,Sikh,fake
Chattada Sri Vaishnava,PG Diploma,State Government,INR 30 lakhs to 40 lakhs,Tulu,Real Estate,Sikh,fake
Kayastha,Engineering,Private Sector,Don't wish to specify,Khasi,Finance and Accounts,Sikh,fake
Mallah,M.Ed. (Education),Central Government,INR 25 lakhs to 30 lakhs,Badaga,Electronics,Sikh,fake
Devar/Thevar/Mukkulathor,MBA/PGDM,Central Government,INR 40 lakhs to 50 lakhs,English,Science,Sikh,fake
Lambadi,B.Arch (Architecture),Private Sector,INR 30 lakhs to 40 lakhs,Assamese,Human Resource,Sikh,fake
Mahishya,B.Sc (Science),Public Sector,INR 40 lakhs to 50 lakhs,Haryanvi,Defence/Merchant Navy,Sikh,fake
Brahmin - Sri Vaishnava,MDS (Master of Dental Surgery),State Government,INR 50 lakhs and above,Kannada,Electronics,Sikh,fake
Araya,MBA/PGDM,Central Government,INR Under 50 thousand,Others,Non Working,Sikh,fake
Naicker,M.Lib.Sc. (Library Sciences),Central Government,INR 20 lakhs to 25 lakhs,Himachali/Pahari,Defence/Management/Corporate Professionals,Sikh,fake
Brahmin - Sanadya,Bachelor of Fashion Technology,Central Government,INR Under 50 thousand,marwari,Finance and Accounts,Sikh,fake
Balija,Arts/Graphic Designing,Central Government,INR 25 lakhs to 30 lakhs,Hindi,Defence/Management/Corporate Professionals,Sikh,fake
Udayar,MBA/PGDM,Public Sector,INR 25 lakhs to 30 lakhs,Punjabi,Artists/Animators/Web Designers,Sikh,fake
Chasa,Other Doctorate,Public Sector,INR 50 lakhs and above,Santhali,Merchant Navy,Sikh,fake
Naicker,B.Arch (Architecture),Private Sector,INR 30 lakhs to 40 lakhs,Arabic ,Admin/Secretarial,Sikh,fake
Brahmin - Kokanastha,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 20 lakhs to 25 lakhs,Punjabi,Telecom/ISP,Sikh,fake
Bengali,Other Diploma,State Government,INR 30 lakhs to 40 lakhs,Pushtu,Legal,Sikh,fake
Vankar,MCA/PGDCA,State Government,INR 40 lakhs to 50 lakhs,English,Advertising/Entertainment/Media ,Sikh,fake
Sundhi,M.Plan. (Planning),State Government,INR 30 lakhs to 40 lakhs,Assamese,Pharmaceutical/Biotechnology,Sikh,fake
Chambhar,MSW (Social Work),Private Sector,Don't wish to specify,Gujarati,Manufacturing/Engineering/R&D,Sikh,fake
Nhavi,MA (Arts),Public Sector,INR 20 lakhs to 25 lakhs,Nepali,Purchase/Logistics/Supply chain,Sikh,fake
Leva patil,Engineering,Central Government,INR 3 lakhs to 4 lakhs,Others,Sales/Business Development,Sikh,fake
Mudaliar - Senguntha,MSW (Social Work),Private Sector,INR 50 lakhs and above,Hindi,Merchant Navy,Sikh,fake
Shewetamber,10th,Central Government,INR 20 lakhs to 25 lakhs,Kumoani,Admin/Secretarial,Sikh,fake
Naik,10th,Central Government,INR 25 lakhs to 30 lakhs,Magahi,Business Owner/Entrepreneur,Sikh,fake
Gomantak,MBA/PGDM,Central Government,INR 50 thousand to 1 lakh,Kannada,Advertising/Entertainment/Media,Sikh,fake
Mapila,M.Lib.Sc. (Library Sciences),Private Sector,INR 40 lakhs to 50 lakhs,Sindhi,Civil Services/Law Enforcement,Sikh,fake
Devadiga,B.Arch (Architecture),Public Sector,INR 30 lakhs to 40 lakhs,Himachali/Pahari,Real Estate,Sikh,fake
Maheshwari,BDS (Dental Surgery),Central Government,Don't wish to specify,Others,Construction,Sikh,fake
Sindhi-Shikarpuri,Integrated PG,State Government,INR 25 lakhs to 30 lakhs,Kashmiri,Travel/Airlines,Sikh,fake
Shewetamber,M.Ed. (Education),Central Government,INR 50 thousand to 1 lakh,Mizo,Civil Services/Law Enforcement,Sikh,fake
Bhovi,MSW (Social Work),State Government,INR 50 thousand to 1 lakh,Swedish,Finance and Accounts,Sikh,fake
Urs,M.Pharm. (Pharmacy),Private Sector,INR Under 50 thousand,Punjabi,Construction,Sikh,fake
Brahmin - Sri Vaishnava,MSW (Social Work),Public Sector,INR 30 lakhs to 40 lakhs,Rajasthani,Pharmaceutical/Biotechnology,Sikh,fake
Vanjari,Master of Hospital Administration,Public Sector,INR 40 lakhs to 50 lakhs,Telugu,Artists/Animators/Web Designers,Sikh,fake
Brahmin - Nagar,PG Diploma,Public Sector,INR 30 lakhs to 40 lakhs,Lambani,Business Owner/Entrepreneur,Sikh,fake
Tili,Ph.D. (Doctorate),State Government,INR 3 lakhs to 4 lakhs,Kashmiri,Legal,Sikh,fake
Sindhi-Sahiti,BHMS (Homeopathy),Public Sector,INR 40 lakhs to 50 lakhs,Dogri,Non Working,Sikh,fake
Thakur,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 50 thousand to 1 lakh,Garhwali,Agriculture,Sikh,fake
Sozhiya Vellalar,10th,Public Sector,INR 50 lakhs and above,Khasi,Admin/Secretarial,Sikh,fake
Brahmin -Gowd Saraswat,Other Diploma,State Government,Don't wish to specify,Lambani,Management/Corporate Professionals,Sikh,fake
Soni,CA (Chartered Accountant),Public Sector,INR 20 lakhs to 25 lakhs,Badaga,Manufacturing/Engineering/R&D,Sikh,fake
Devang Koshthi,B.Arch (Architecture),Private Sector,INR 3 lakhs to 4 lakhs,Others,Sales/Business Development,Sikh,fake
Mala,Other Diploma,Central Government,INR 25 lakhs to 30 lakhs,Telugu,Construction,Sikh,fake
Velama,MA (Arts),Central Government,INR Under 50 thousand,Mizo,Advertising/Entertainment/Media ,Sikh,fake
Sourashtra,M.Com. (Commerce),Central Government,INR 50 lakhs and above,Kutchi,Marketing and Communications,Sikh,fake
Saliya,M.Plan. (Planning),Private Sector,INR 50 thousand to 1 lakh,Bhojpuri,Legal,Sikh,fake
Kadava Patel,Bachelor of Fashion Technology,Central Government,INR 30 lakhs to 40 lakhs,English,Merchant Navy,Sikh,fake
Sugali (Naika),M.Arch. (Architecture),Public Sector,INR 50 thousand to 1 lakh,English,Admin/Secretarial,Sikh,fake
Ad Dharmi,BBA/BBM/BBS,Public Sector,INR 30 lakhs to 40 lakhs,Sanskrit,Defence/Merchant Navy,Sikh,fake
Somvanshi,B.El.Ed (Elementary Education),Central Government,INR Under 50 thousand,Telugu,Construction,Sikh,fake
Ediga,M.Phil. (Philosophy),Central Government,INR 40 lakhs to 50 lakhs,Pushtu,Travel/Airlines,Sikh,fake
"Khatri,Punjabi",B.El.Ed (Elementary Education),Public Sector,INR 50 thousand to 1 lakh,Manipuri,Merchant Navy,Sikh,fake
Bunt (Shetty),Engineering,State Government,INR 50 lakhs and above,Somali,Hotels/Restaurants,Sikh,fake
Pal,Ph.D. (Doctorate),Public Sector,Don't wish to specify,Thadou kuki,Advertising/Entertainment/Media ,Sikh,fake
Brahmin - Bengali,B.Com (Commerce),Public Sector,INR 25 lakhs to 30 lakhs,Magahi,Merchant Navy,Sikh,fake
Brahmin - Gaur,MSW (Social Work),Public Sector,INR 25 lakhs to 30 lakhs,Coorgi,Customer Service/Call Centre/BPO,Sikh,fake
Sourashtra,CA (Chartered Accountant),Public Sector,INR 20 lakhs to 25 lakhs,Thadou kuki,Science,Sikh,fake
Kamma,Other Diploma,Central Government,INR 25 lakhs to 30 lakhs,Konkani,Telecom/ISP,Sikh,fake
Brahmin - Kokanastha,B.Pharm (Pharmacy),Central Government,INR 50 thousand to 1 lakh,Mizo,Defence/Merchant Navy,Sikh,fake
Mangalorean,M.Lib.Sc. (Library Sciences),Central Government,INR 3 lakhs to 4 lakhs,Kashmiri,Beauty/Fashion/Jewellery Designers,Sikh,fake
Maurya,CS (Company Secretary),Public Sector,INR 40 lakhs to 50 lakhs,Nepali,Defence/Merchant Navy,Sikh,fake
Devanga,MCA/PGDCA,State Government,INR 40 lakhs to 50 lakhs,Assamese,Construction,Sikh,fake
Brahmin - Rarhi,Other Diploma,State Government,INR 20 lakhs to 25 lakhs,Arabic ,Human Resource,Sikh,fake
MogaveeraSadgope,10th,State Government,Don't wish to specify,Bihari,Oil/Gas,Sikh,fake
Devandra Kula Vellalar,Master of Fashion Technology,Central Government,Don't wish to specify,Tulu,Real Estate,Sikh,fake
"Sonar,Soni",BBA/BBM/BBS,Private Sector,INR 30 lakhs to 40 lakhs,Garhwali,Others,Sikh,fake
Devang Koshthi,Integrated PG,Private Sector,INR 50 lakhs and above,Awadhi,Government Employee,Sikh,fake
Kashyap,M.Lib.Sc. (Library Sciences),Public Sector,Don't wish to specify,Nepali,Government Employee,Sikh,fake
Jatav,Arts/Graphic Designing,State Government,INR 25 lakhs to 30 lakhs,Pushtu,Advertising/Entertainment/Media ,Sikh,fake
Kokanastha Maratha,Integrated PG,Public Sector,INR 20 lakhs to 25 lakhs,Others,Purchase/Logistics/Supply chain,Sikh,fake
Brahmin - Jangra,MD/MS (Medicine),Private Sector,INR 25 lakhs to 30 lakhs,Garo,Real Estate,Sikh,fake
Agarwal,CFA (Chartered Financial Analyst),Central Government,INR 20 lakhs to 25 lakhs,Garhwali,Advertising/Entertainment/Media,Sikh,fake
Ravidasia,M.Pharm. (Pharmacy),Central Government,INR 50 thousand to 1 lakh,Sanskrit,Agriculture,Sikh,fake
Keralite,M.Com. (Commerce),State Government,INR Under 50 thousand,Sowrashtra,Travel/Airlines,Sikh,fake
Ezhava,PG Diploma,State Government,INR 25 lakhs to 30 lakhs,Kannada,Others,Sikh,fake
Brahmin - Kokanastha,B.Sc (Science),Public Sector,INR 3 lakhs to 4 lakhs,Awadhi,Advertising/Entertainment/Media,Sikh,fake
Kharwar,MBBS,Central Government,INR 25 lakhs to 30 lakhs,Kashmiri,Defence/Merchant Navy,Sikh,fake
Garhwali Rajput,M.Lib.Sc. (Library Sciences),Central Government,INR 3 lakhs to 4 lakhs,Malayalam,Business Owner/Entrepreneur,Sikh,fake
Agri,Other Doctorate,Central Government,INR 30 lakhs to 40 lakhs,Garhwali,Merchant Navy,Sikh,fake
Khandayat,Integrated PG,Central Government,INR 30 lakhs to 40 lakhs,Arabic ,Pharmaceutical/Biotechnology,Sikh,fake
Dhangar,Ph.D. (Doctorate),State Government,INR 40 lakhs to 50 lakhs,Konkani,Customer Service/Call Centre/BPO,Sikh,fake
Meena,BFA (Fine Arts),Private Sector,INR 50 lakhs and above,Kannada,Artists/Animators/Web Designers,Sikh,fake
Kumbara,M.Arch. (Architecture),Public Sector,INR 30 lakhs to 40 lakhs,Lambani,Banking/Insurance/Financial Services,Sikh,fake
Bishnoi/Vishnoi,BHMS (Homeopathy),Central Government,INR 25 lakhs to 30 lakhs,Swedish,Hotels/Restaurants,Sikh,fake
Darji,B.Pharm (Pharmacy),Private Sector,INR 50 lakhs and above,Malayalam,Merchant Navy,Sikh,fake
Viswabrahmin,Master of Hospital Administration,State Government,INR Under 50 thousand,Persian,Manufacturing/Engineering/R&D,Sikh,fake
Rohiri Sindhi,MBBS,Central Government,INR 20 lakhs to 25 lakhs,Tamil,Customer Service/Call Centre/BPO,Sikh,fake
Nair,Ph.D. (Doctorate),State Government,INR 25 lakhs to 30 lakhs,Somali,Customer Service/Call Centre/BPO,Sikh,fake
Chandraseniya Kayastha Prab,M.Lib.Sc. (Library Sciences),Private Sector,INR 20 lakhs to 25 lakhs,Sanskrit,Beauty/Fashion/Jewellery Designers,Sikh,fake
Senguntha Mudaliyar,Bachelor of Fashion Technology,Central Government,INR 40 lakhs to 50 lakhs,Sanskrit,Legal,Sikh,fake
Brahmin - Iyengar,M.Com. (Commerce),Central Government,INR 30 lakhs to 40 lakhs,Nepali,Pharmaceutical/Biotechnology,Sikh,fake
Ganda,B.Pharm (Pharmacy),Private Sector,INR 30 lakhs to 40 lakhs,Konkani,Civil Services/Law Enforcement,Sikh,fake
Rajput Rohella/Tank,Other Doctorate,Central Government,INR 40 lakhs to 50 lakhs,Coorgi,Customer Service/Call Centre/BPO,Sikh,fake
Jeer,PG Diploma,Private Sector,INR 40 lakhs to 50 lakhs,Arunachali,Travel/Airlines,Sikh,fake
"Koiri,Kushwaha,Maurya",M.Sc. (Science),State Government,INR 3 lakhs to 4 lakhs,Bihari,Advertising/Entertainment/Media ,Sikh,fake
Yadav,M.Sc. (Science),Private Sector,INR Under 50 thousand,Bhojpuri,Management/Corporate Professionals,Sikh,fake
Brahmin - Kumoani,12th,Private Sector,INR 30 lakhs to 40 lakhs,Magahi,Science,Sikh,fake
Vannar,Master of Hospital Administration,State Government,INR 25 lakhs to 30 lakhs,English,Government Employee,Sikh,fake
Darji,B.Plan (Planning),Private Sector,INR 25 lakhs to 30 lakhs,Others,Advertising/Entertainment/Media ,Sikh,fake
Mera,B.Arch (Architecture),Private Sector,INR 50 lakhs and above,Bihari,Marketing and Communications,Sikh,fake
Thakkar,MBA/PGDM,State Government,INR 25 lakhs to 30 lakhs,Swedish,Sales/Business Development,Sikh,fake
Ezhuthachan,B.Pharm (Pharmacy),Central Government,INR 25 lakhs to 30 lakhs,Arunachali,Others,Sikh,fake
Soni,BDS (Dental Surgery),Central Government,INR 50 lakhs and above,Coorgi,Science,Sikh,fake
Sunni,MA (Arts),Central Government,INR 25 lakhs to 30 lakhs,Arunachali,Architecture/Design,Hindu,fake
Sikh - Ramgharia,BCA (Computer Application),Public Sector,INR 30 lakhs to 40 lakhs,Arabic ,Management/Corporate Professionals,Hindu,fake
Sunni,MDS (Master of Dental Surgery),Central Government,INR 30 lakhs to 40 lakhs,Kashmiri,Telecom/ISP,Hindu,fake
Sikh - Saini,12th,State Government,Don't wish to specify,Telugu,Health Care,Hindu,fake
Sunni,Other School/Graduation,Private Sector,INR 25 lakhs to 30 lakhs,Sowrashtra,Others,Hindu,fake
Protestant,M.Plan. (Planning),Public Sector,INR 40 lakhs to 50 lakhs,Persian,Construction,Hindu,fake
Shewetamber,Arts/Graphic Designing,Public Sector,INR 3 lakhs to 4 lakhs,Sowrashtra,Government Employee,Hindu,fake
Digambar,CS (Company Secretary),Central Government,INR 25 lakhs to 30 lakhs,Sanskrit,Marketing and Communications,Hindu,fake
Sikh - Intercaste,B.Plan (Planning),State Government,INR 25 lakhs to 30 lakhs,Santhali,Telecom/ISP,Hindu,fake
Sikh - Ramgharia,BCA (Computer Application),Central Government,INR 25 lakhs to 30 lakhs,Tulu,Sales/Business Development,Hindu,fake
Sia,BFA (Fine Arts),Central Government,INR 3 lakhs to 4 lakhs,English,Real Estate,Hindu,fake
Catholic,BE B.Tech (Engineering),Private Sector,INR 30 lakhs to 40 lakhs,English,Customer Service/Call Centre/BPO,Hindu,fake
Sunni,B.Sc (Science),State Government,INR 30 lakhs to 40 lakhs,Coorgi,Defence,Hindu,fake
Protestant,MBBS,Public Sector,INR 25 lakhs to 30 lakhs,Sowrashtra,Electronics,Hindu,fake
Sikh - Kshatriya,CS (Company Secretary),Public Sector,INR 3 lakhs to 4 lakhs,Thadou kuki,Government Employee,Hindu,fake
Sikh - Majabi,M.Pharm. (Pharmacy),Private Sector,INR 25 lakhs to 30 lakhs,Assamese,Marketing and Communications,Hindu,fake
Sikh - Bhatra,12th,State Government,INR Under 50 thousand,Kumoani,Architecture/Design,Hindu,fake
Orthodox,MDS (Master of Dental Surgery),State Government,INR 20 lakhs to 25 lakhs,marwari,Artists/Animators/Web Designers,Hindu,fake
Jain-Others,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 50 thousand to 1 lakh,Garo,Others,Hindu,fake
Jain-Others,BDS (Dental Surgery),Public Sector,INR 25 lakhs to 30 lakhs,Kannada,Admin/Secretarial,Hindu,fake
Jain-Others,Other Diploma,Public Sector,INR Under 50 thousand,Malayalam,Non Working,Hindu,fake
Jain-Others,BL/LLB/BGL (Law),State Government,Don't wish to specify,marwari,Telecom/ISP,Hindu,fake
Sikh - Tonk Kshatriya,12th,Private Sector,INR Under 50 thousand,Awadhi,Defence/Management/Corporate Professionals,Hindu,fake
